total_congestion,std_dev,beta,reward
54.0,6.576473,0.9,-59.918827
47.0,3.344772,0.9,-50.010296
59.0,7.048936,0.9,-65.34404
48.0,2.5495098,0.9,-50.29456
66.0,5.59017,0.9,-71.03115
49.0,2.1650636,0.9,-50.94856
64.0,6.204837,0.9,-69.58435
55.0,1.6393596,0.9,-56.47542
65.0,8.196798,0.9,-72.37712
63.0,1.47902,0.9,-64.331116
71.0,6.832825,0.9,-77.14954
71.0,1.0897248,0.9,-71.98075
82.0,7.228416,0.9,-88.50558
77.0,2.384848,0.9,-79.14636
80.0,7.7781744,0.9,-87.00036
82.0,3.5707142,0.9,-85.213646
83.0,6.219928,0.9,-88.59793
96.0,2.5495098,0.9,-98.294556
93.0,4.322904,0.9,-96.89061
98.0,0.8660254,0.9,-98.77943
87.0,5.9319053,0.9,-92.338715
87.0,4.322904,0.9,-90.89061
94.0,7.1239033,0.9,-100.411514
92.0,4.7434163,0.9,-96.26907
108.0,13.509256,0.9,-120.15833
95.0,2.9474566,0.9,-97.65271
106.0,4.1533117,0.9,-109.73798
116.0,1.8708287,0.9,-117.68375
103.0,5.673403,0.9,-108.106064
112.0,0.70710677,0.9,-112.6364
113.0,7.3950996,0.9,-119.65559
101.0,6.219928,0.9,-106.59793
114.0,8.674676,0.9,-121.807205
12.0,2.5495098,0.9,-14.294559
10.0,1.6583124,0.9,-11.492481
20.0,5.049752,0.9,-24.544777
16.0,0.70710677,0.9,-16.636396
22.0,4.555217,0.9,-26.099695
30.0,2.5,0.9,-32.25
34.0,1.6583124,0.9,-35.49248
37.0,2.772634,0.9,-39.49537
40.0,1.2247449,0.9,-41.102272
45.0,2.384848,0.9,-47.146362
46.0,2.0615528,0.9,-47.855396
48.0,2.5495098,0.9,-50.29456
45.0,2.58602,0.9,-47.32742
47.0,4.81534,0.9,-51.333805
44.0,2.5495098,0.9,-46.29456
45.0,3.344772,0.9,-48.010296
57.0,5.8896093,0.9,-62.300648
59.0,2.384848,0.9,-61.146362
56.0,2.738613,0.9,-58.464752
54.0,13.518506,0.9,-66.16666
62.0,3.0413814,0.9,-64.73724
63.0,5.7608595,0.9,-68.18478
66.0,0.8660254,0.9,-66.77943
73.0,6.4951906,0.9,-78.84567
65.0,2.2776084,0.9,-67.04985
72.0,8.306623,0.9,-79.47596
75.0,1.7853571,0.9,-76.60682
81.0,10.256096,0.9,-90.230484
60.0,1.5811388,0.9,-61.423023
102.0,10.012492,0.9,-111.011246
71.0,3.5619516,0.9,-74.20576
97.0,6.832825,0.9,-103.14954
92.0,15.033297,0.9,-605.52997
73.0,3.9607449,0.9,-76.56467
114.0,4.387482,0.9,-117.94873
109.0,3.6314597,0.9,-112.26831
82.0,4.769696,0.9,-86.292725
78.0,2.598076,0.9,-80.33827
89.0,3.49106,0.9,-92.14195
94.0,1.5,0.9,-95.35
98.0,2.291288,0.9,-100.06216
98.0,0.5,0.9,-98.45
106.0,4.387482,0.9,-109.94873
103.0,20.327015,0.9,-621.2943
101.0,10.848387,0.9,-110.76355
124.0,1.0,0.9,-124.9
12.0,2.5495098,0.9,-14.294559
10.0,1.6583124,0.9,-11.492481
20.0,5.049752,0.9,-24.544777
16.0,0.70710677,0.9,-16.636396
32.0,4.527693,0.9,-36.074924
38.0,9.526279,0.9,-46.57365
34.0,1.8027756,0.9,-35.622498
39.0,3.344772,0.9,-42.010296
45.0,5.8040934,0.9,-50.223682
44.0,1.5811388,0.9,-45.423023
51.0,6.339361,0.9,-56.705425
43.0,1.47902,0.9,-44.33112
58.0,8.046739,0.9,-65.242065
51.0,1.7853571,0.9,-52.606823
61.0,8.814052,0.9,-68.93265
57.0,0.8291562,0.9,-57.74624
63.0,5.402546,0.9,-67.86229
64.0,3.535534,0.9,-67.181984
62.0,3.2015622,0.9,-64.88141
66.0,3.7749171,0.9,-69.39742
71.0,6.796139,0.9,-77.11652
62.0,3.0413814,0.9,-64.73724
73.0,2.6809514,0.9,-75.41286
69.0,3.344772,0.9,-72.01029
83.0,3.7666297,0.9,-86.38997
78.0,2.6925824,0.9,-80.423325
79.0,3.8324275,0.9,-82.44919
72.0,0.70710677,0.9,-72.6364
84.0,4.0620193,0.9,-87.655815
86.0,3.2015622,0.9,-88.88141
89.0,4.0233693,0.9,-92.62103
83.0,3.49106,0.9,-86.14195
89.0,3.344772,0.9,-92.01029
96.0,1.5811388,0.9,-97.42303
101.0,11.4537115,0.9,-111.30834
105.0,4.918079,0.9,-109.42627
108.0,6.041523,0.9,-113.43737
106.0,2.6925824,0.9,-108.423325
91.0,7.154544,0.9,-97.43909
103.0,1.47902,0.9,-104.331116
108.0,1.8708287,0.9,-109.68375
121.0,16.663958,0.9,-635.99756
12.0,2.5495098,0.9,-14.294559
10.0,1.6583124,0.9,-11.492481
20.0,5.049752,0.9,-24.544777
16.0,0.70710677,0.9,-16.636396
22.0,4.555217,0.9,-26.099695
31.0,1.9202864,0.9,-32.728256
33.0,3.8971143,0.9,-36.507404
35.0,1.7853571,0.9,-36.606823
42.0,2.6925824,0.9,-44.423325
40.0,2.1213202,0.9,-41.909187
50.0,2.0615528,0.9,-51.855396
46.0,2.291288,0.9,-48.06216
48.0,3.1622777,0.9,-50.84605
58.0,2.0615528,0.9,-59.855396
49.0,2.8613808,0.9,-51.57524
46.0,2.598076,0.9,-48.33827
48.0,3.082207,0.9,-50.773987
48.0,4.9497476,0.9,-52.454773
49.0,2.2776084,0.9,-51.049847
60.0,4.2426405,0.9,-63.818375
56.0,1.5811388,0.9,-57.423023
67.0,3.8971143,0.9,-70.5074
66.0,1.5,0.9,-67.35
66.0,4.5,0.9,-70.05
66.0,3.905125,0.9,-69.51461
72.0,1.2247449,0.9,-73.10227
77.0,3.7666297,0.9,-80.38997
83.0,1.7853571,0.9,-84.60682
83.0,14.271913,0.9,-95.84472
67.0,4.322904,0.9,-70.89061
106.0,6.576473,0.9,-111.91882
84.0,2.5495098,0.9,-86.294556
93.0,4.49305,0.9,-97.04375
91.0,3.269174,0.9,-93.94225
90.0,5.59017,0.9,-95.03115
93.0,2.2776084,0.9,-95.04985
97.0,2.8613808,0.9,-99.57524
96.0,1.2247449,0.9,-97.10227
102.0,3.640055,0.9,-105.27605
90.0,1.118034,0.9,-91.00623
93.0,4.7631397,0.9,-97.28683
94.0,0.8660254,0.9,-94.77943
94.0,5.6789083,0.9,-99.111015
105.0,1.9202864,0.9,-106.72826
101.0,4.322904,0.9,-104.89061
104.0,4.6368093,0.9,-108.17313
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
10.0,2.0615528,0.9,-11.855397
23.0,3.4186985,0.9,-26.076828
30.0,7.5,0.9,-36.75
28.0,1.5811388,0.9,-29.423025
42.0,8.616844,0.9,-49.755157
30.0,1.6583124,0.9,-31.492481
52.0,8.031189,0.9,-59.22807
38.0,0.5,0.9,-38.45
60.0,9.027735,0.9,-68.12496
40.0,1.2247449,0.9,-41.102272
56.0,10.198039,0.9,-65.17824
41.0,1.299038,0.9,-42.169136
64.0,9.565563,0.9,-72.60901
45.0,1.47902,0.9,-46.33112
64.0,8.514693,0.9,-71.66322
54.0,1.6583124,0.9,-55.49248
80.0,1.4142135,0.9,-81.27279
65.0,4.6029882,0.9,-69.14269
68.0,5.3851647,0.9,-72.84665
55.0,3.6996622,0.9,-58.329697
68.0,1.2247449,0.9,-69.10227
71.0,7.8859053,0.9,-78.09731
74.0,2.291288,0.9,-76.06216
71.0,11.755318,0.9,-81.57979
56.0,1.8708287,0.9,-57.683746
92.0,11.510864,0.9,-102.35978
71.0,4.2646804,0.9,-74.83821
92.0,8.154754,0.9,-99.33928
76.0,2.738613,0.9,-78.46475
82.0,3.0413814,0.9,-84.73724
88.0,3.6742346,0.9,-91.30681
94.0,1.5,0.9,-95.35
89.0,4.49305,0.9,-93.04375
88.0,2.9154758,0.9,-90.62393
88.0,3.6742346,0.9,-91.30681
92.0,2.345208,0.9,-94.11069
95.0,4.0233693,0.9,-98.62103
98.0,2.95804,0.9,-100.66224
95.0,4.81534,0.9,-99.33381
101.0,2.8613808,0.9,-103.57524
111.0,6.796139,0.9,-117.11652
116.0,20.211384,0.9,-634.19025
109.0,11.277743,0.9,-119.14997
12.0,2.5495098,0.9,-14.294559
12.0,2.1213202,0.9,-13.909188
16.0,3.0,0.9,-18.7
22.0,3.640055,0.9,-25.276049
23.0,3.8324275,0.9,-26.449184
31.0,3.112475,0.9,-33.801228
31.0,2.2776084,0.9,-33.049847
38.0,3.5,0.9,-41.15
40.0,1.5811388,0.9,-41.423023
40.0,6.670832,0.9,-46.00375
46.0,2.598076,0.9,-48.33827
55.0,4.918079,0.9,-59.42627
49.0,3.8324275,0.9,-52.449184
50.0,10.012492,0.9,-59.011242
48.0,3.3166249,0.9,-50.984962
50.0,3.5,0.9,-53.15
49.0,2.58602,0.9,-51.32742
60.0,5.147815,0.9,-64.63303
65.0,6.339361,0.9,-70.70542
56.0,3.9370039,0.9,-59.543304
60.0,4.9497476,0.9,-64.45477
63.0,3.5619516,0.9,-66.20576
77.0,3.7666297,0.9,-80.38997
78.0,3.354102,0.9,-81.01869
72.0,6.204837,0.9,-77.58435
71.0,1.6393596,0.9,-72.475426
88.0,3.535534,0.9,-91.181984
90.0,3.0413814,0.9,-92.73724
87.0,2.8613808,0.9,-89.57524
94.0,2.6925824,0.9,-96.423325
89.0,3.344772,0.9,-92.01029
88.0,2.236068,0.9,-90.01246
92.0,9.617692,0.9,-100.65592
93.0,3.112475,0.9,-95.80122
108.0,9.137834,0.9,-116.22405
107.0,18.96543,0.9,-624.0689
84.0,7.17635,0.9,-90.45872
117.0,3.112475,0.9,-119.80122
124.0,3.8078866,0.9,-127.4271
103.0,2.384848,0.9,-105.14636
94.0,1.118034,0.9,-95.00623
91.0,4.0233693,0.9,-94.62103
106.0,3.905125,0.9,-109.51461
102.0,1.5,0.9,-103.35
125.0,6.941722,0.9,-131.24754
130.0,4.2720017,0.9,-133.8448
9.0,1.7853571,0.9,-10.606821
21.0,4.7631397,0.9,-25.286825
21.0,1.299038,0.9,-22.169134
24.0,5.5226803,0.9,-28.970413
34.0,7.5,0.9,-40.75
22.0,1.6583124,0.9,-23.492481
35.0,7.292976,0.9,-41.56368
32.0,0.70710677,0.9,-32.636395
43.0,6.259992,0.9,-48.63399
37.0,0.4330127,0.9,-37.389713
44.0,6.041523,0.9,-49.43737
50.0,12.010412,0.9,-60.809372
38.0,0.5,0.9,-38.45
59.0,0.8291562,0.9,-59.74624
45.0,3.269174,0.9,-47.942257
54.0,2.8722813,0.9,-56.585052
55.0,4.49305,0.9,-59.043747
58.0,1.8027756,0.9,-59.622498
60.0,5.0990195,0.9,-64.58912
58.0,0.8660254,0.9,-58.779423
62.0,6.689544,0.9,-68.02059
61.0,2.4874685,0.9,-63.23872
55.0,4.49305,0.9,-59.043747
68.0,2.0,0.9,-69.8
72.0,8.306623,0.9,-79.47596
80.0,2.5495098,0.9,-82.294556
69.0,5.584577,0.9,-74.02612
75.0,1.0897248,0.9,-75.98075
81.0,4.81534,0.9,-85.33381
83.0,2.4874685,0.9,-85.23872
78.0,4.031129,0.9,-81.62801
82.0,2.1794496,0.9,-83.9615
81.0,4.2646804,0.9,-84.83821
89.0,1.299038,0.9,-90.169136
91.0,3.8324275,0.9,-94.44919
90.0,2.6925824,0.9,-92.423325
91.0,4.145781,0.9,-94.7312
86.0,3.2015622,0.9,-88.88141
91.0,3.8324275,0.9,-94.44919
93.0,1.7853571,0.9,-94.60682
108.0,9.273619,0.9,-116.34625
94.0,5.2201533,0.9,-98.698135
105.0,4.918079,0.9,-109.42627
117.0,2.4874685,0.9,-119.23872
104.0,7.5166483,0.9,-110.764984
105.0,2.2776084,0.9,-107.04985
105.0,2.8613808,0.9,-107.57524
103.0,2.8613808,0.9,-105.57524
127.0,11.818947,0.9,-137.63705
9.0,1.7853571,0.9,-10.606821
12.0,2.1213202,0.9,-13.909188
14.0,2.5,0.9,-16.25
17.0,3.269174,0.9,-19.942257
19.0,2.9474566,0.9,-21.65271
22.0,2.0615528,0.9,-23.855398
23.0,2.9474566,0.9,-25.65271
29.0,2.4874685,0.9,-31.238722
29.0,3.344772,0.9,-32.010296
28.0,5.612486,0.9,-33.05124
38.0,0.8660254,0.9,-38.779423
40.0,5.2440443,0.9,-44.71964
42.0,1.118034,0.9,-43.00623
52.0,3.9370039,0.9,-55.543304
46.0,2.291288,0.9,-48.06216
57.0,4.43706,0.9,-60.993355
50.0,3.5707142,0.9,-53.213642
53.0,3.6996622,0.9,-56.329697
52.0,2.738613,0.9,-54.464752
52.0,7.17635,0.9,-58.458714
54.0,2.5,0.9,-56.25
59.0,5.8470078,0.9,-64.26231
65.0,15.769829,0.9,-579.1929
71.0,1.6393596,0.9,-72.475426
73.0,8.785642,0.9,-80.907074
67.0,1.299038,0.9,-68.169136
78.0,6.576473,0.9,-83.91882
55.0,1.9202864,0.9,-56.728256
78.0,2.598076,0.9,-80.33827
72.0,6.9641943,0.9,-78.26778
84.0,4.358899,0.9,-87.92301
89.0,8.437268,0.9,-96.593544
81.0,3.344772,0.9,-84.01029
82.0,2.291288,0.9,-84.06216
90.0,4.1533117,0.9,-93.73798
97.0,1.299038,0.9,-98.169136
83.0,5.3560715,0.9,-87.820465
87.0,3.7666297,0.9,-90.38997
94.0,9.2059765,0.9,-102.28538
93.0,4.5483513,0.9,-97.09351
124.0,11.045361,0.9,-133.94083
108.0,5.612486,0.9,-113.05124
116.0,1.5811388,0.9,-117.42303
133.0,5.9319053,0.9,-138.33871
112.0,2.738613,0.9,-114.46475
113.0,7.154544,0.9,-119.43909
9.0,2.2776084,0.9,-11.049848
10.0,2.0615528,0.9,-11.855397
23.0,3.8324275,0.9,-26.449184
22.0,2.0615528,0.9,-23.855398
24.0,4.2426405,0.9,-27.818377
31.0,1.47902,0.9,-32.33112
37.0,3.269174,0.9,-39.942257
35.0,1.6393596,0.9,-36.47542
40.0,4.84768,0.9,-44.36291
41.0,1.299038,0.9,-42.169136
44.0,4.2426405,0.9,-47.818375
51.0,10.779031,0.9,-60.701126
53.0,0.8291562,0.9,-53.74624
56.0,6.9641943,0.9,-62.267776
51.0,1.47902,0.9,-52.33112
60.0,6.0827627,0.9,-65.47449
58.0,1.8027756,0.9,-59.622498
74.0,7.9214897,0.9,-81.12934
62.0,0.8660254,0.9,-62.779423
88.0,2.345208,0.9,-90.11069
61.0,6.1390147,0.9,-66.525116
73.0,1.9202864,0.9,-74.72826
70.0,6.0207973,0.9,-75.41872
72.0,2.5495098,0.9,-74.294556
75.0,4.918079,0.9,-79.42627
75.0,1.47902,0.9,-76.331116
82.0,10.062305,0.9,-91.056076
66.0,1.6583124,0.9,-67.49248
84.0,2.5495098,0.9,-86.294556
77.0,2.9474566,0.9,-79.65271
81.0,2.2776084,0.9,-83.04985
80.0,1.5811388,0.9,-81.42303
76.0,2.236068,0.9,-78.01246
85.0,3.6314597,0.9,-88.26831
81.0,1.47902,0.9,-82.331116
90.0,11.543396,0.9,-100.38905
89.0,4.7631397,0.9,-93.28683
109.0,5.673403,0.9,-114.106064
117.0,5.3091903,0.9,-121.778275
112.0,2.1213202,0.9,-113.90919
107.0,1.0897248,0.9,-107.98075
100.0,12.103719,0.9,-110.89335
96.0,8.154754,0.9,-103.33928
107.0,3.7666297,0.9,-110.38997
116.0,1.8708287,0.9,-117.68375
123.0,4.81534,0.9,-127.33381
120.0,4.3011627,0.9,-123.87105
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
10.0,2.0615528,0.9,-11.855397
23.0,3.4186985,0.9,-26.076828
24.0,1.2247449,0.9,-25.10227
28.0,4.3011627,0.9,-31.871046
34.0,2.0615528,0.9,-35.855396
33.0,6.0570207,0.9,-38.451317
39.0,1.9202864,0.9,-40.728256
43.0,4.710361,0.9,-47.239326
43.0,2.4874685,0.9,-45.23872
55.0,4.145781,0.9,-58.7312
45.0,2.4874685,0.9,-47.23872
51.0,6.832825,0.9,-57.149544
47.0,3.269174,0.9,-49.942257
62.0,6.689544,0.9,-68.02059
57.0,3.49106,0.9,-60.141953
60.0,5.7879186,0.9,-65.20913
54.0,1.5,0.9,-55.35
69.0,6.977643,0.9,-75.27988
64.0,1.8708287,0.9,-65.68375
70.0,8.529361,0.9,-77.67642
63.0,2.046338,0.9,-64.841705
81.0,7.084314,0.9,-87.375885
71.0,2.2776084,0.9,-73.04985
82.0,1.5,0.9,-83.35
84.0,6.363961,0.9,-89.72756
86.0,3.640055,0.9,-89.27605
90.0,8.20061,0.9,-97.38055
81.0,2.384848,0.9,-83.14636
92.0,2.5495098,0.9,-94.294556
88.0,4.84768,0.9,-92.362915
91.0,2.4874685,0.9,-93.23872
84.0,4.527693,0.9,-88.07492
90.0,1.5,0.9,-91.35
93.0,3.5619516,0.9,-96.20576
101.0,15.270478,0.9,-614.7434
96.0,8.306623,0.9,-103.47596
117.0,3.7666297,0.9,-120.38997
126.0,6.0207973,0.9,-131.41872
109.0,8.785642,0.9,-116.907074
104.0,21.011902,0.9,-622.9107
103.0,6.2998013,0.9,-108.66982
133.0,7.292976,0.9,-139.56367
140.0,2.236068,0.9,-142.01247
9.0,1.7853571,0.9,-10.606821
12.0,2.1213202,0.9,-13.909188
14.0,2.5,0.9,-16.25
22.0,3.0413814,0.9,-24.737244
23.0,2.1650636,0.9,-24.948557
28.0,3.6742346,0.9,-31.30681
31.0,1.7853571,0.9,-32.606823
35.0,3.6996622,0.9,-38.329697
40.0,1.5811388,0.9,-41.423023
34.0,8.01561,0.9,-41.21405
40.0,0.70710677,0.9,-40.636395
51.0,4.2646804,0.9,-54.83821
44.0,2.236068,0.9,-46.012463
47.0,4.49305,0.9,-51.043747
52.0,3.082207,0.9,-54.773987
55.0,3.344772,0.9,-58.010296
63.0,2.772634,0.9,-65.49537
53.0,3.8324275,0.9,-56.449184
52.0,2.4494898,0.9,-54.20454
58.0,5.0249376,0.9,-62.522446
68.0,11.510864,0.9,-78.35978
60.0,1.0,0.9,-60.9
71.0,6.832825,0.9,-77.14954
67.0,0.8291562,0.9,-67.74624
69.0,7.292976,0.9,-75.563675
73.0,1.0897248,0.9,-73.98075
74.0,4.609772,0.9,-78.148796
78.0,2.291288,0.9,-80.06216
75.0,3.7666297,0.9,-78.38997
80.0,2.738613,0.9,-82.46475
77.0,2.772634,0.9,-79.49537
91.0,3.7666297,0.9,-94.38997
82.0,3.354102,0.9,-85.01869
89.0,5.673403,0.9,-94.106064
85.0,1.6393596,0.9,-86.475426
97.0,3.344772,0.9,-100.01029
90.0,2.1794496,0.9,-91.9615
97.0,2.384848,0.9,-99.14636
98.0,2.598076,0.9,-100.33827
105.0,0.8291562,0.9,-105.74624
103.0,3.5619516,0.9,-106.20576
105.0,2.58602,0.9,-107.327415
95.0,2.384848,0.9,-97.14636
82.0,6.0621777,0.9,-87.45596
93.0,3.344772,0.9,-96.01029
106.0,10.641898,0.9,-115.577705
128.0,5.147815,0.9,-132.63303
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
16.0,2.738613,0.9,-18.464752
17.0,4.2646804,0.9,-20.838213
25.0,2.8613808,0.9,-27.575243
28.0,1.5811388,0.9,-29.423025
32.0,1.5811388,0.9,-33.423023
28.0,5.0,0.9,-32.5
35.0,3.6996622,0.9,-38.329697
40.0,5.0,0.9,-44.5
51.0,1.7853571,0.9,-52.606823
51.0,3.344772,0.9,-54.010296
50.0,3.0413814,0.9,-52.737244
54.0,4.555217,0.9,-58.099693
53.0,13.254716,0.9,-64.929245
56.0,1.5811388,0.9,-57.423023
65.0,3.344772,0.9,-68.01029
63.0,3.7666297,0.9,-66.38997
60.0,1.2247449,0.9,-61.102272
76.0,6.595453,0.9,-81.935905
48.0,2.1213202,0.9,-49.909187
73.0,2.8613808,0.9,-75.57524
71.0,4.7631397,0.9,-75.28683
74.0,1.118034,0.9,-75.00623
76.0,5.5226803,0.9,-80.97041
81.0,0.8291562,0.9,-81.74624
73.0,7.7902184,0.9,-80.0112
79.0,2.772634,0.9,-81.49537
83.0,11.776566,0.9,-93.59891
75.0,1.6393596,0.9,-76.475426
92.0,4.1231055,0.9,-95.71079
77.0,2.8613808,0.9,-79.57524
84.0,2.738613,0.9,-86.46475
96.0,2.738613,0.9,-98.46475
94.0,2.598076,0.9,-96.33827
92.0,3.535534,0.9,-95.181984
105.0,2.1650636,0.9,-106.948555
97.0,5.1173725,0.9,-101.60564
88.0,2.5495098,0.9,-90.294556
93.0,4.8669806,0.9,-97.38028
100.0,2.4494898,0.9,-102.204544
108.0,10.173495,0.9,-117.15614
107.0,5.53963,0.9,-111.985664
106.0,5.7227616,0.9,-111.15048
12.0,2.5495098,0.9,-14.294559
10.0,1.6583124,0.9,-11.492481
19.0,3.344772,0.9,-22.010296
19.0,1.0897248,0.9,-19.980753
23.0,3.49106,0.9,-26.141954
28.0,1.8708287,0.9,-29.683746
31.0,2.384848,0.9,-33.146362
33.0,1.6393596,0.9,-34.47542
38.0,2.598076,0.9,-40.33827
44.0,2.5495098,0.9,-46.29456
45.0,2.8613808,0.9,-47.57524
43.0,2.384848,0.9,-45.146362
47.0,2.2776084,0.9,-49.049847
49.0,2.2776084,0.9,-51.049847
50.0,2.598076,0.9,-52.33827
49.0,3.112475,0.9,-51.801228
51.0,3.344772,0.9,-54.010296
50.0,2.95804,0.9,-52.662235
51.0,4.81534,0.9,-55.333805
55.0,3.0310888,0.9,-57.72798
59.0,4.6029882,0.9,-63.14269
63.0,2.58602,0.9,-65.327415
65.0,4.918079,0.9,-69.42627
69.0,2.58602,0.9,-71.327415
74.0,5.0249376,0.9,-78.522446
82.0,2.598076,0.9,-84.33827
75.0,1.9202864,0.9,-76.72826
78.0,4.769696,0.9,-82.292725
74.0,1.5,0.9,-75.35
87.0,8.870598,0.9,-94.983536
82.0,2.6925824,0.9,-84.423325
119.0,4.968652,0.9,-123.47179
102.0,5.0249376,0.9,-106.522446
87.0,3.7666297,0.9,-90.38997
79.0,2.1650636,0.9,-80.948555
101.0,9.01041,0.9,-109.10937
112.0,1.8708287,0.9,-113.68375
90.0,5.59017,0.9,-95.03115
95.0,1.7853571,0.9,-96.60682
121.0,8.257572,0.9,-128.43181
111.0,2.8613808,0.9,-113.57524
97.0,4.49305,0.9,-101.04375
113.0,17.268106,0.9,-628.54126
102.0,8.558621,0.9,-109.70276
122.0,3.640055,0.9,-125.27605
140.0,13.546217,0.9,-152.19159
121.0,4.918079,0.9,-125.42627
134.0,1.5,0.9,-135.35
139.0,3.112475,0.9,-141.80122
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
10.0,2.0615528,0.9,-11.855397
26.0,2.0615528,0.9,-27.855398
25.0,1.7853571,0.9,-26.606821
29.0,2.384848,0.9,-31.146362
36.0,8.514693,0.9,-43.663223
32.0,2.345208,0.9,-34.110687
29.0,4.8669806,0.9,-33.380283
40.0,3.535534,0.9,-43.18198
45.0,1.7853571,0.9,-46.606823
43.0,3.49106,0.9,-46.141953
47.0,3.0310888,0.9,-49.72798
49.0,3.269174,0.9,-51.942257
46.0,2.5,0.9,-48.25
48.0,3.082207,0.9,-50.773987
45.0,2.2776084,0.9,-47.049847
48.0,3.082207,0.9,-50.773987
50.0,2.0615528,0.9,-51.855396
52.0,4.527693,0.9,-56.074924
51.0,2.2776084,0.9,-53.049847
51.0,2.384848,0.9,-53.146362
53.0,3.344772,0.9,-56.010296
61.0,3.6314597,0.9,-64.26831
68.0,2.5495098,0.9,-70.294556
66.0,5.6789083,0.9,-71.111015
69.0,2.1650636,0.9,-70.948555
71.0,5.402546,0.9,-75.86229
76.0,2.9154758,0.9,-78.62393
72.0,6.670832,0.9,-78.003746
78.0,2.1794496,0.9,-79.9615
84.0,4.0620193,0.9,-87.655815
95.0,1.9202864,0.9,-96.72826
82.0,0.8660254,0.9,-82.77943
86.0,1.118034,0.9,-87.00623
77.0,6.0156045,0.9,-82.41405
80.0,2.9154758,0.9,-82.62393
86.0,5.59017,0.9,-91.03115
97.0,2.046338,0.9,-98.841705
97.0,3.9607449,0.9,-100.56467
100.0,0.70710677,0.9,-100.6364
101.0,5.53963,0.9,-105.985664
100.0,3.391165,0.9,-103.05205
111.0,9.601432,0.9,-119.64129
104.0,4.0620193,0.9,-107.655815
105.0,11.776566,0.9,-115.59891
115.0,5.8470078,0.9,-120.26231
132.0,8.689074,0.9,-139.82016
12.0,2.5495098,0.9,-14.294559
10.0,1.6583124,0.9,-11.492481
19.0,3.344772,0.9,-22.010296
19.0,1.0897248,0.9,-19.980753
23.0,3.49106,0.9,-26.141954
28.0,1.8708287,0.9,-29.683746
31.0,2.384848,0.9,-33.146362
33.0,1.6393596,0.9,-34.47542
38.0,2.598076,0.9,-40.33827
44.0,2.5495098,0.9,-46.29456
45.0,2.8613808,0.9,-47.57524
43.0,2.384848,0.9,-45.146362
47.0,2.2776084,0.9,-49.049847
49.0,2.2776084,0.9,-51.049847
50.0,2.598076,0.9,-52.33827
49.0,3.112475,0.9,-51.801228
67.0,4.81534,0.9,-71.33381
51.0,2.1650636,0.9,-52.94856
52.0,4.0620193,0.9,-55.65582
55.0,3.4186985,0.9,-58.076828
52.0,4.582576,0.9,-56.124317
58.0,3.640055,0.9,-61.27605
54.0,5.7227616,0.9,-59.150486
64.0,2.828427,0.9,-66.545586
68.0,3.1622777,0.9,-70.84605
74.0,2.5,0.9,-76.25
72.0,3.0,0.9,-74.7
72.0,3.8078866,0.9,-75.4271
71.0,2.58602,0.9,-73.327415
77.0,17.795715,0.9,-593.0161
74.0,3.0413814,0.9,-76.73724
107.0,6.0156045,0.9,-112.41405
84.0,3.7416575,0.9,-87.36749
91.0,6.4951906,0.9,-96.84567
89.0,2.1650636,0.9,-90.948555
109.0,9.283722,0.9,-117.35535
97.0,5.402546,0.9,-101.86229
102.0,10.618381,0.9,-111.55654
102.0,1.8027756,0.9,-103.6225
104.0,6.745369,0.9,-110.07083
118.0,2.0615528,0.9,-119.8554
91.0,7.7902184,0.9,-98.0112
96.0,20.12461,0.9,-614.1122
119.0,25.83965,0.9,-642.2557
106.0,10.618381,0.9,-115.55654
133.0,2.384848,0.9,-135.14636
146.0,9.526279,0.9,-154.57365
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
10.0,2.0615528,0.9,-11.855397
26.0,2.0615528,0.9,-27.855398
25.0,1.7853571,0.9,-26.606821
29.0,2.384848,0.9,-31.146362
30.0,1.5,0.9,-31.35
32.0,3.6742346,0.9,-35.306812
34.0,2.95804,0.9,-36.662235
37.0,2.6809514,0.9,-39.412857
40.0,9.0,0.9,-48.1
38.0,2.1794496,0.9,-39.961506
53.0,6.796139,0.9,-59.116524
43.0,1.7853571,0.9,-44.606823
51.0,4.81534,0.9,-55.333805
45.0,2.2776084,0.9,-47.049847
54.0,3.5707142,0.9,-57.213642
51.0,1.47902,0.9,-52.33112
57.0,4.7631397,0.9,-61.286827
69.0,4.43706,0.9,-72.993355
70.0,5.8523498,0.9,-75.26711
58.0,1.118034,0.9,-59.00623
65.0,7.7580605,0.9,-71.982254
62.0,1.118034,0.9,-63.00623
77.0,7.361216,0.9,-83.62509
74.0,0.8660254,0.9,-74.77943
76.0,6.519202,0.9,-81.86728
86.0,1.118034,0.9,-87.00623
74.0,9.069179,0.9,-82.16226
72.0,3.3166249,0.9,-74.98496
82.0,6.538348,0.9,-87.884514
94.0,1.5,0.9,-95.35
90.0,5.315073,0.9,-94.78357
95.0,2.8613808,0.9,-97.57524
93.0,8.257572,0.9,-100.431816
98.0,3.7749171,0.9,-101.39742
100.0,8.573215,0.9,-107.7159
96.0,3.082207,0.9,-98.77399
106.0,13.009612,0.9,-117.70865
98.0,2.95804,0.9,-100.66224
