total_congestion,std_dev,beta,reward
67.0,3.6996622,0.9,-70.3297
73.0,13.881192,0.9,-585.49304
77.0,3.8324275,0.9,-80.44919
86.0,4.7169905,0.9,-90.24529
80.0,2.5495098,0.9,-82.294556
82.0,7.5332594,0.9,-88.77993
82.0,17.036724,0.9,-597.33307
89.0,21.764362,0.9,-608.5879
105.0,24.752525,0.9,-627.2773
91.0,7.3271756,0.9,-97.59446
110.0,1.5,0.9,-111.35
135.0,2.2776084,0.9,-137.04985
115.0,11.121489,0.9,-125.00934
76.0,4.690416,0.9,-80.221375
120.0,5.87367,0.9,-125.2863
96.0,2.9154758,0.9,-98.62393
105.0,3.112475,0.9,-107.80122
108.0,13.0,0.9,-119.7
95.0,1.9202864,0.9,-96.72826
125.0,4.2646804,0.9,-128.83821
147.0,18.060661,0.9,-663.2546
107.0,7.9490566,0.9,-114.15415
145.0,1.9202864,0.9,-146.72826
9.0,1.7853571,0.9,-10.606821
14.0,3.5,0.9,-17.15
13.0,2.8613808,0.9,-15.575243
23.0,1.7853571,0.9,-24.606821
27.0,4.656984,0.9,-31.191284
31.0,0.8291562,0.9,-31.74624
33.0,3.4186985,0.9,-36.076828
33.0,3.344772,0.9,-36.010296
33.0,6.2998013,0.9,-38.669823
43.0,2.046338,0.9,-44.841705
42.0,8.077747,0.9,-49.269974
46.0,1.6583124,0.9,-47.49248
43.0,7.361216,0.9,-49.625095
45.0,10.779031,0.9,-54.701126
44.0,2.4494898,0.9,-46.20454
59.0,4.322904,0.9,-62.890614
46.0,2.5,0.9,-48.25
79.0,7.4624057,0.9,-85.71616
71.0,15.911866,0.9,-585.3207
55.0,1.7853571,0.9,-56.606823
78.0,10.161201,0.9,-87.14508
59.0,0.4330127,0.9,-59.389713
94.0,2.0615528,0.9,-95.8554
69.0,6.832825,0.9,-75.14954
74.0,1.118034,0.9,-75.00623
92.0,6.041523,0.9,-97.43737
90.0,16.800297,0.9,-605.12024
72.0,5.0,0.9,-76.5
100.0,2.345208,0.9,-102.11069
92.0,8.631338,0.9,-99.7682
99.0,10.35314,0.9,-108.317825
104.0,2.4494898,0.9,-106.204544
105.0,8.437268,0.9,-112.593544
77.0,1.47902,0.9,-78.331116
97.0,6.339361,0.9,-102.70542
85.0,1.0897248,0.9,-85.98075
109.0,5.8896093,0.9,-114.30065
122.0,0.8660254,0.9,-122.77943
101.0,3.49106,0.9,-104.14195
101.0,18.753332,0.9,-617.878
102.0,9.013878,0.9,-110.11249
132.0,1.4142135,0.9,-133.2728
128.0,11.113055,0.9,-138.00175
113.0,1.47902,0.9,-114.331116
95.0,6.259992,0.9,-100.633995
9.0,2.2776084,0.9,-11.049848
13.0,2.384848,0.9,-15.146363
20.0,2.738613,0.9,-22.464752
24.0,3.1622777,0.9,-26.84605
30.0,2.0615528,0.9,-31.855398
34.0,3.8405728,0.9,-37.456516
39.0,9.90896,0.9,-47.918064
48.0,11.640447,0.9,-58.476402
37.0,3.7666297,0.9,-40.389965
42.0,3.2015622,0.9,-44.881405
38.0,7.632169,0.9,-44.86895
54.0,3.5707142,0.9,-57.213642
60.0,8.573215,0.9,-67.7159
42.0,2.291288,0.9,-44.06216
54.0,5.0249376,0.9,-58.522446
60.0,1.5811388,0.9,-61.423023
59.0,6.1390147,0.9,-64.525116
49.0,3.269174,0.9,-51.942257
55.0,6.796139,0.9,-61.116524
45.0,2.384848,0.9,-47.146362
65.0,2.1650636,0.9,-66.948555
70.0,5.315073,0.9,-74.78357
71.0,1.9202864,0.9,-72.72826
75.0,8.870598,0.9,-82.983536
67.0,15.303186,0.9,-580.7729
62.0,1.5,0.9,-63.35
101.0,6.0156045,0.9,-106.41405
84.0,5.0,0.9,-88.5
89.0,15.690363,0.9,-603.12134
74.0,4.1533117,0.9,-77.73798
106.0,4.1533117,0.9,-109.73798
104.0,12.389512,0.9,-615.1506
78.0,4.387482,0.9,-81.94873
118.0,5.7227616,0.9,-123.15048
98.0,19.525623,0.9,-615.57306
107.0,24.782806,0.9,-629.3045
88.0,8.514693,0.9,-95.66322
111.0,2.046338,0.9,-112.841705
126.0,11.07926,0.9,-135.97133
106.0,3.5,0.9,-109.15
109.0,8.496323,0.9,-116.64669
91.0,1.9202864,0.9,-92.72826
125.0,7.6933413,0.9,-131.92401
121.0,6.0156045,0.9,-126.41405
13.0,3.269174,0.9,-15.942257
13.0,1.0897248,0.9,-13.980752
23.0,5.2618914,0.9,-27.735703
33.0,7.7580605,0.9,-39.982254
25.0,0.8291562,0.9,-25.74624
30.0,6.1032777,0.9,-35.49295
35.0,4.656984,0.9,-39.191284
51.0,5.7608595,0.9,-56.184772
49.0,0.8291562,0.9,-49.74624
45.0,6.0156045,0.9,-50.414043
46.0,11.011357,0.9,-55.91022
45.0,1.47902,0.9,-46.33112
57.0,7.5622416,0.9,-63.80602
62.0,13.009612,0.9,-73.70865
68.0,16.537836,0.9,-582.88403
48.0,1.8708287,0.9,-49.683746
75.0,11.691343,0.9,-85.52221
53.0,1.47902,0.9,-54.33112
78.0,2.8722813,0.9,-80.58505
84.0,3.6742346,0.9,-87.30681
76.0,6.4031243,0.9,-81.76281
95.0,10.685855,0.9,-104.61727
65.0,2.1650636,0.9,-66.948555
89.0,3.269174,0.9,-91.94225
67.0,6.417749,0.9,-72.77597
78.0,3.2015622,0.9,-80.88141
71.0,5.629165,0.9,-76.066246
74.0,4.8218255,0.9,-78.339645
67.0,3.7666297,0.9,-70.38997
96.0,16.03122,0.9,-610.4281
83.0,6.2998013,0.9,-88.66982
105.0,7.5622416,0.9,-111.806015
93.0,15.400893,0.9,-606.8608
68.0,2.5495098,0.9,-70.294556
99.0,10.615437,0.9,-108.553894
89.0,4.656984,0.9,-93.191284
139.0,6.8693156,0.9,-145.18239
124.0,17.74824,0.9,-639.9734
109.0,24.973736,0.9,-631.4764
100.0,11.768602,0.9,-110.59174
122.0,3.354102,0.9,-125.01869
131.0,10.059199,0.9,-140.05328
143.0,16.223055,0.9,-657.60077
9.0,1.7853571,0.9,-10.606821
12.0,2.1213202,0.9,-13.909188
14.0,2.5,0.9,-16.25
17.0,3.269174,0.9,-19.942257
19.0,2.9474566,0.9,-21.65271
17.0,3.7666297,0.9,-20.389967
31.0,6.339361,0.9,-36.705425
32.0,0.0,0.9,-32.0
35.0,6.259992,0.9,-40.63399
47.0,1.299038,0.9,-48.169136
46.0,2.598076,0.9,-48.33827
43.0,10.755813,0.9,-52.68023
57.0,14.289419,0.9,-69.86047
41.0,2.384848,0.9,-43.146362
54.0,1.5,0.9,-55.35
51.0,5.2618914,0.9,-55.735703
58.0,1.5,0.9,-59.35
60.0,5.0,0.9,-64.5
57.0,3.344772,0.9,-60.010296
53.0,8.377798,0.9,-60.540016
65.0,3.344772,0.9,-68.01029
63.0,0.8291562,0.9,-63.74624
80.0,6.4031243,0.9,-85.76281
66.0,13.592278,0.9,-78.23305
55.0,2.1650636,0.9,-56.94856
80.0,5.5226803,0.9,-84.97041
87.0,14.306904,0.9,-599.8762
85.0,20.253086,0.9,-603.2278
103.0,23.252687,0.9,-623.9274
82.0,7.017834,0.9,-88.31605
81.0,9.283722,0.9,-89.35535
88.0,3.6742346,0.9,-91.30681
101.0,1.7853571,0.9,-102.60682
109.0,12.833063,0.9,-120.54976
84.0,1.5811388,0.9,-85.42303
95.0,7.361216,0.9,-101.62509
92.0,1.4142135,0.9,-93.27279
103.0,6.796139,0.9,-109.11652
97.0,1.7853571,0.9,-98.60682
108.0,6.519202,0.9,-113.86728
125.0,20.47407,0.9,-643.42664
95.0,11.255554,0.9,-105.13
107.0,13.367404,0.9,-119.03066
132.0,27.667671,0.9,-656.9009
9.0,2.2776084,0.9,-11.049848
10.0,2.0615528,0.9,-11.855397
23.0,5.7608595,0.9,-28.184772
36.0,8.514693,0.9,-43.663223
31.0,2.772634,0.9,-33.49537
24.0,3.082207,0.9,-26.773987
37.0,4.2646804,0.9,-40.83821
44.0,7.1414285,0.9,-50.427284
46.0,10.523783,0.9,-55.471405
44.0,1.5811388,0.9,-45.423023
56.0,0.0,0.9,-56.0
47.0,9.858372,0.9,-55.872536
47.0,3.269174,0.9,-49.942257
54.0,7.228416,0.9,-60.505573
53.0,5.9739017,0.9,-58.37651
75.0,5.8896093,0.9,-80.30065
52.0,2.1213202,0.9,-53.909187
82.0,1.5,0.9,-83.35
59.0,4.81534,0.9,-63.333805
67.0,3.49106,0.9,-70.14195
73.0,5.3091903,0.9,-77.778275
73.0,1.0897248,0.9,-73.98075
68.0,4.84768,0.9,-72.362915
68.0,6.041523,0.9,-73.43737
71.0,2.9474566,0.9,-73.65271
78.0,6.576473,0.9,-83.91882
79.0,14.376631,0.9,-591.93896
87.0,19.253246,0.9,-604.32794
91.0,1.299038,0.9,-92.169136
127.0,3.9607449,0.9,-130.56467
93.0,6.684871,0.9,-99.01639
88.0,6.595453,0.9,-93.935905
84.0,2.738613,0.9,-86.46475
111.0,2.4874685,0.9,-113.23872
89.0,4.6029882,0.9,-93.14269
106.0,0.5,0.9,-106.45
116.0,14.611639,0.9,-629.1505
93.0,4.710361,0.9,-97.23933
123.0,5.8040934,0.9,-128.22368
135.0,3.9607449,0.9,-138.56467
113.0,3.344772,0.9,-116.01029
114.0,3.640055,0.9,-117.27605
118.0,12.893797,0.9,-629.60443
15.0,3.269174,0.9,-17.942257
13.0,2.384848,0.9,-15.146363
15.0,3.7666297,0.9,-18.389967
25.0,2.384848,0.9,-27.146362
32.0,6.595453,0.9,-37.935905
32.0,1.8708287,0.9,-33.683746
36.0,7.648529,0.9,-42.883675
45.0,1.0897248,0.9,-45.98075
48.0,3.6742346,0.9,-51.306812
48.0,2.236068,0.9,-50.012463
47.0,7.8222437,0.9,-54.04002
44.0,3.082207,0.9,-46.773987
55.0,6.832825,0.9,-61.149544
55.0,13.273564,0.9,-66.946205
57.0,1.7853571,0.9,-58.606823
59.0,6.0156045,0.9,-64.41405
53.0,3.0310888,0.9,-55.72798
61.0,6.759253,0.9,-67.08333
55.0,1.47902,0.9,-56.33112
76.0,8.062258,0.9,-83.256035
81.0,4.2646804,0.9,-84.83821
71.0,15.303186,0.9,-584.7729
80.0,20.012497,0.9,-598.0112
80.0,1.2247449,0.9,-81.10227
103.0,0.8291562,0.9,-103.74624
82.0,7.566373,0.9,-88.80974
80.0,6.595453,0.9,-85.935905
75.0,17.253622,0.9,-590.52826
89.0,21.252941,0.9,-608.1276
72.0,4.6368093,0.9,-76.17313
110.0,4.555217,0.9,-114.09969
112.0,8.573215,0.9,-119.7159
83.0,2.772634,0.9,-85.49537
94.0,6.1032777,0.9,-99.49295
98.0,4.1533117,0.9,-101.73798
100.0,5.049752,0.9,-104.54478
89.0,1.0897248,0.9,-89.98075
113.0,7.7902184,0.9,-120.0112
118.0,2.6925824,0.9,-120.423325
102.0,5.0249376,0.9,-106.522446
102.0,2.6925824,0.9,-104.423325
135.0,7.7902184,0.9,-142.0112
138.0,2.6925824,0.9,-140.42332
9.0,1.7853571,0.9,-10.606821
21.0,4.7631397,0.9,-25.286825
14.0,1.5,0.9,-15.35
20.0,5.0,0.9,-24.5
28.0,1.2247449,0.9,-29.10227
32.0,4.1231055,0.9,-35.710796
38.0,1.5,0.9,-39.35
31.0,7.3950996,0.9,-37.65559
42.0,2.598076,0.9,-44.33827
49.0,2.8613808,0.9,-51.57524
46.0,10.7354555,0.9,-55.66191
51.0,0.4330127,0.9,-51.389713
50.0,7.5332594,0.9,-56.779934
46.0,1.6583124,0.9,-47.49248
49.0,6.417749,0.9,-54.775974
46.0,2.598076,0.9,-48.33827
62.0,5.894913,0.9,-67.30542
71.0,5.0682836,0.9,-75.561455
51.0,2.1650636,0.9,-52.94856
58.0,3.0413814,0.9,-60.737244
61.0,1.9202864,0.9,-62.728256
65.0,6.8693156,0.9,-71.18238
72.0,12.629331,0.9,-83.366394
61.0,1.299038,0.9,-62.169136
89.0,6.417749,0.9,-94.77597
55.0,1.299038,0.9,-56.169136
102.0,6.264982,0.9,-107.63848
74.0,1.8027756,0.9,-75.6225
98.0,8.645808,0.9,-105.78123
77.0,18.267115,0.9,-593.4404
67.0,2.9474566,0.9,-69.65271
101.0,10.256096,0.9,-110.230484
110.0,17.51428,0.9,-625.7628
77.0,5.8040934,0.9,-82.22369
110.0,3.640055,0.9,-113.27605
111.0,7.854139,0.9,-118.068726
125.0,13.273564,0.9,-136.94621
90.0,8.558621,0.9,-97.70276
128.0,3.3166249,0.9,-130.98495
123.0,6.796139,0.9,-129.11653
109.0,3.4186985,0.9,-112.07683
105.0,5.0682836,0.9,-109.561455
126.0,16.515144,0.9,-640.86365
120.0,28.521921,0.9,-645.66974
9.0,1.7853571,0.9,-10.606821
12.0,2.1213202,0.9,-13.909188
14.0,2.5,0.9,-16.25
22.0,3.0413814,0.9,-24.737244
24.0,6.041523,0.9,-29.43737
24.0,2.236068,0.9,-26.01246
31.0,2.772634,0.9,-33.49537
33.0,1.0897248,0.9,-33.98075
38.0,3.0413814,0.9,-40.737244
44.0,1.2247449,0.9,-45.102272
46.0,3.0413814,0.9,-48.737244
45.0,2.4874685,0.9,-47.23872
38.0,9.013878,0.9,-46.112488
46.0,2.291288,0.9,-48.06216
51.0,4.2646804,0.9,-54.83821
60.0,12.5499,0.9,-71.29491
43.0,1.47902,0.9,-44.33112
65.0,7.6607766,0.9,-71.8947
46.0,1.5,0.9,-47.35
66.0,8.87412,0.9,-73.98671
78.0,15.141004,0.9,-591.6269
82.0,19.085335,0.9,-599.1768
63.0,3.7666297,0.9,-66.38997
81.0,2.384848,0.9,-83.14636
92.0,1.2247449,0.9,-93.10227
81.0,5.402546,0.9,-85.86229
81.0,1.47902,0.9,-82.331116
89.0,4.49305,0.9,-93.04375
80.0,3.082207,0.9,-82.77399
85.0,1.47902,0.9,-86.331116
94.0,6.652067,0.9,-99.98686
79.0,4.322904,0.9,-82.89061
93.0,3.8324275,0.9,-96.44919
91.0,5.8896093,0.9,-96.30065
103.0,2.2776084,0.9,-105.04985
108.0,9.565563,0.9,-116.60901
91.0,1.0897248,0.9,-91.98075
86.0,4.031129,0.9,-89.62801
94.0,3.5707142,0.9,-97.213646
101.0,1.9202864,0.9,-102.72826
96.0,3.0,0.9,-98.7
93.0,3.6996622,0.9,-96.3297
103.0,2.2776084,0.9,-105.04985
105.0,2.58602,0.9,-107.327415
119.0,2.772634,0.9,-121.49537
9.0,1.7853571,0.9,-10.606821
14.0,3.5,0.9,-17.15
19.0,2.384848,0.9,-21.146362
30.0,6.576473,0.9,-35.918827
30.0,1.118034,0.9,-31.006231
36.0,5.612486,0.9,-41.05124
33.0,0.8291562,0.9,-33.74624
33.0,7.7902184,0.9,-40.011196
36.0,1.5811388,0.9,-37.423023
48.0,3.1622777,0.9,-50.84605
46.0,5.0249376,0.9,-50.522446
42.0,10.5948105,0.9,-51.535328
43.0,2.6809514,0.9,-45.412857
56.0,4.6368093,0.9,-60.173126
45.0,2.4874685,0.9,-47.23872
63.0,8.613216,0.9,-70.75189
61.0,13.311179,0.9,-72.98006
63.0,1.0897248,0.9,-63.98075
72.0,7.5498343,0.9,-78.79485
67.0,2.1650636,0.9,-68.948555
64.0,6.519202,0.9,-69.86728
69.0,1.0897248,0.9,-69.98075
72.0,7.0356236,0.9,-78.33206
53.0,2.1650636,0.9,-54.94856
76.0,2.1213202,0.9,-77.90919
69.0,3.9607449,0.9,-72.56467
74.0,4.031129,0.9,-77.62801
72.0,5.0990195,0.9,-76.58912
83.0,6.8693156,0.9,-89.18238
77.0,2.384848,0.9,-79.14636
83.0,5.1173725,0.9,-87.60564
88.0,3.391165,0.9,-91.05205
101.0,2.8613808,0.9,-103.57524
93.0,13.442005,0.9,-605.0978
86.0,1.8027756,0.9,-87.6225
111.0,7.8859053,0.9,-118.09731
102.0,23.027159,0.9,-622.7244
89.0,6.417749,0.9,-94.77597
131.0,5.7172985,0.9,-136.14557
127.0,7.01338,0.9,-133.31204
104.0,2.236068,0.9,-106.01246
116.0,11.467345,0.9,-126.32061
109.0,2.8613808,0.9,-111.57524
9.0,1.7853571,0.9,-10.606821
12.0,2.1213202,0.9,-13.909188
14.0,2.5,0.9,-16.25
17.0,3.269174,0.9,-19.942257
19.0,2.9474566,0.9,-21.65271
26.0,3.5,0.9,-29.15
31.0,7.2586155,0.9,-37.532753
35.0,0.4330127,0.9,-35.389713
43.0,5.3091903,0.9,-47.77827
49.0,10.328964,0.9,-58.296066
57.0,13.292385,0.9,-68.96315
65.0,16.253845,0.9,-579.6285
29.0,3.112475,0.9,-31.801228
52.0,3.6742346,0.9,-55.306812
38.0,4.555217,0.9,-42.099693
40.0,6.9641943,0.9,-46.267776
70.0,1.5,0.9,-71.35
53.0,7.4624057,0.9,-59.716164
71.0,4.145781,0.9,-74.7312
52.0,6.204837,0.9,-57.584354
64.0,7.071068,0.9,-70.36396
41.0,3.344772,0.9,-44.010296
74.0,8.20061,0.9,-81.38055
52.0,6.3245554,0.9,-57.6921
81.0,2.4874685,0.9,-83.23872
74.0,7.0887237,0.9,-80.37985
101.0,10.802198,0.9,-110.72198
85.0,1.9202864,0.9,-86.72826
85.0,6.259992,0.9,-90.633995
70.0,5.0249376,0.9,-74.522446
81.0,1.0897248,0.9,-81.98075
94.0,11.056672,0.9,-103.951004
86.0,19.032866,0.9,-603.1296
98.0,23.510635,0.9,-619.15955
77.0,5.1173725,0.9,-81.60564
92.0,7.7136245,0.9,-98.94226
90.0,3.0413814,0.9,-92.73724
129.0,4.968652,0.9,-133.47179
129.0,8.785642,0.9,-136.90707
134.0,20.2793,0.9,-652.25134
102.0,6.576473,0.9,-107.91882
145.0,5.7608595,0.9,-150.18477
141.0,6.796139,0.9,-147.11653
13.0,3.269174,0.9,-15.942257
16.0,1.4142135,0.9,-17.272793
23.0,2.2776084,0.9,-25.049847
28.0,1.8708287,0.9,-29.683746
31.0,2.4874685,0.9,-33.23872
33.0,1.299038,0.9,-34.169136
39.0,2.772634,0.9,-41.49537
42.0,1.5,0.9,-43.35
44.0,2.5495098,0.9,-46.29456
41.0,1.47902,0.9,-42.33112
41.0,7.2586155,0.9,-47.532753
53.0,1.299038,0.9,-54.169136
43.0,8.042854,0.9,-50.238567
57.0,12.255101,0.9,-68.02959
71.0,15.817316,0.9,-585.2356
45.0,1.7853571,0.9,-46.606823
66.0,9.069179,0.9,-74.16226
54.0,2.1794496,0.9,-55.961506
81.0,2.4874685,0.9,-83.23872
85.0,2.772634,0.9,-87.49537
62.0,14.115594,0.9,-574.70404
60.0,2.5495098,0.9,-62.29456
92.0,8.031189,0.9,-99.22807
69.0,1.47902,0.9,-70.331116
102.0,3.8405728,0.9,-105.45651
73.0,5.3560715,0.9,-77.820465
89.0,2.772634,0.9,-91.49537
87.0,4.43706,0.9,-90.993355
86.0,7.0887237,0.9,-92.37985
88.0,17.535679,0.9,-603.7821
81.0,1.9202864,0.9,-82.72826
101.0,4.7631397,0.9,-105.28683
107.0,14.771172,0.9,-620.29407
81.0,5.402546,0.9,-85.86229
112.0,4.0,0.9,-115.6
119.0,5.4486237,0.9,-123.90376
101.0,4.0233693,0.9,-104.62103
97.0,2.4874685,0.9,-99.23872
102.0,1.8027756,0.9,-103.6225
111.0,11.945188,0.9,-121.75067
95.0,5.53963,0.9,-99.985664
117.0,3.8971143,0.9,-120.5074
133.0,2.1650636,0.9,-134.94856
107.0,5.0682836,0.9,-111.561455
113.0,14.515079,0.9,-626.0636
9.0,1.7853571,0.9,-10.606821
12.0,2.1213202,0.9,-13.909188
14.0,2.5,0.9,-16.25
21.0,5.2618914,0.9,-25.735703
16.0,1.5811388,0.9,-17.423025
24.0,3.6742346,0.9,-27.30681
27.0,0.8291562,0.9,-27.74624
25.0,4.81534,0.9,-29.333805
34.0,1.6583124,0.9,-35.49248
36.0,3.082207,0.9,-38.773987
40.0,1.4142135,0.9,-41.272793
38.0,6.264982,0.9,-43.638485
44.0,1.2247449,0.9,-45.102272
41.0,8.814052,0.9,-48.932648
47.0,3.5619516,0.9,-50.205757
51.0,4.2646804,0.9,-54.83821
60.0,2.4494898,0.9,-62.20454
51.0,2.384848,0.9,-53.146362
47.0,2.9474566,0.9,-49.65271
52.0,3.391165,0.9,-55.052048
52.0,3.082207,0.9,-54.773987
56.0,3.535534,0.9,-59.18198
59.0,2.6809514,0.9,-61.412857
52.0,4.1231055,0.9,-55.710796
61.0,1.7853571,0.9,-62.606823
66.0,11.056672,0.9,-75.951004
66.0,15.041609,0.9,-579.5375
70.0,1.118034,0.9,-71.00623
80.0,7.0356236,0.9,-86.33206
82.0,18.513508,0.9,-598.6622
76.0,2.0,0.9,-77.8
106.0,4.7169905,0.9,-110.24529
79.0,17.753521,0.9,-594.97815
60.0,2.5495098,0.9,-62.29456
104.0,7.17635,0.9,-110.45872
96.0,3.0,0.9,-98.7
125.0,5.8470078,0.9,-130.26231
110.0,1.6583124,0.9,-111.49248
84.0,3.082207,0.9,-86.77399
83.0,0.4330127,0.9,-83.38971
97.0,1.7853571,0.9,-98.60682
91.0,0.8291562,0.9,-91.74624
100.0,2.1213202,0.9,-101.90919
102.0,5.5,0.9,-106.95
110.0,17.613914,0.9,-625.85254
102.0,7.228416,0.9,-108.50558
10.0,2.5,0.9,-12.25
13.0,2.772634,0.9,-15.495371
19.0,1.299038,0.9,-20.169134
20.0,3.6742346,0.9,-23.30681
23.0,2.2776084,0.9,-25.049847
35.0,3.0310888,0.9,-37.72798
35.0,3.269174,0.9,-37.942257
40.0,3.6742346,0.9,-43.306812
46.0,2.291288,0.9,-48.06216
43.0,2.2776084,0.9,-45.049847
45.0,2.772634,0.9,-47.49537
41.0,9.756408,0.9,-49.780766
55.0,1.0897248,0.9,-55.98075
46.0,2.598076,0.9,-48.33827
58.0,5.2201533,0.9,-62.69814
49.0,3.6996622,0.9,-52.329697
53.0,7.084314,0.9,-59.37588
53.0,3.8324275,0.9,-56.449184
60.0,3.6742346,0.9,-63.306812
63.0,4.322904,0.9,-66.89061
60.0,4.527693,0.9,-64.07492
60.0,3.6742346,0.9,-63.306812
56.0,6.041523,0.9,-61.43737
62.0,2.0615528,0.9,-63.855396
74.0,6.538348,0.9,-79.884514
72.0,4.84768,0.9,-76.362915
76.0,2.345208,0.9,-78.11069
84.0,4.6368093,0.9,-88.17313
83.0,4.2646804,0.9,-86.83821
85.0,1.0897248,0.9,-85.98075
77.0,2.1650636,0.9,-78.948555
84.0,4.3011627,0.9,-87.87105
96.0,13.322912,0.9,-607.9906
91.0,3.344772,0.9,-94.01029
109.0,12.813567,0.9,-120.53221
97.0,4.918079,0.9,-101.42627
105.0,5.2618914,0.9,-109.7357
113.0,2.384848,0.9,-115.14636
108.0,3.6742346,0.9,-111.30681
110.0,2.0615528,0.9,-111.8554
113.0,8.785642,0.9,-120.907074
127.0,21.798796,0.9,-646.6189
120.0,29.504236,0.9,-646.55383
114.0,10.523783,0.9,-123.471405
9.0,2.2776084,0.9,-11.049848
21.0,4.7631397,0.9,-25.286825
21.0,1.299038,0.9,-22.169134
27.0,5.7608595,0.9,-32.184772
19.0,2.2776084,0.9,-21.049847
27.0,5.8896093,0.9,-32.300648
30.0,1.118034,0.9,-31.006231
24.0,5.5226803,0.9,-28.970413
35.0,1.9202864,0.9,-36.728256
36.0,3.6742346,0.9,-39.306812
45.0,2.384848,0.9,-47.146362
42.0,2.291288,0.9,-44.06216
44.0,4.3011627,0.9,-47.871048
46.0,2.5,0.9,-48.25
45.0,8.257572,0.9,-52.431816
61.0,2.2776084,0.9,-63.049847
47.0,2.772634,0.9,-49.49537
47.0,2.772634,0.9,-49.49537
49.0,3.8324275,0.9,-52.449184
50.0,2.291288,0.9,-52.06216
52.0,4.6368093,0.9,-56.173126
53.0,2.58602,0.9,-55.32742
65.0,3.7666297,0.9,-68.38997
68.0,14.508618,0.9,-81.057755
74.0,18.513508,0.9,-590.6622
84.0,20.012497,0.9,-602.0112
70.0,2.6925824,0.9,-72.423325
91.0,12.397077,0.9,-102.15737
70.0,3.2015622,0.9,-72.88141
113.0,1.7853571,0.9,-114.60682
101.0,5.3560715,0.9,-105.820465
83.0,15.769829,0.9,-597.1929
69.0,2.4874685,0.9,-71.23872
123.0,7.292976,0.9,-129.56367
106.0,2.291288,0.9,-108.06216
100.0,6.595453,0.9,-105.935905
95.0,1.47902,0.9,-96.331116
94.0,3.0413814,0.9,-96.73724
114.0,2.6925824,0.9,-116.423325
101.0,4.322904,0.9,-104.89061
101.0,1.7853571,0.9,-102.60682
116.0,8.154754,0.9,-123.33928
105.0,0.8291562,0.9,-105.74624
107.0,8.814052,0.9,-114.93265
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
10.0,2.0615528,0.9,-11.855397
20.0,4.527693,0.9,-24.074924
20.0,2.1213202,0.9,-21.909187
25.0,3.344772,0.9,-28.010296
34.0,1.118034,0.9,-35.00623
36.0,7.0,0.9,-42.3
36.0,0.70710677,0.9,-36.636395
35.0,4.322904,0.9,-38.890614
48.0,4.0620193,0.9,-51.65582
47.0,10.755813,0.9,-56.68023
38.0,0.8660254,0.9,-38.779423
59.0,0.4330127,0.9,-59.389713
47.0,8.042854,0.9,-54.238567
60.0,3.535534,0.9,-63.18198
59.0,5.3091903,0.9,-63.77827
75.0,4.81534,0.9,-79.33381
53.0,1.9202864,0.9,-54.728256
70.0,8.077747,0.9,-77.26997
46.0,1.5,0.9,-47.35
67.0,4.322904,0.9,-70.89061
80.0,4.527693,0.9,-84.07492
76.0,2.738613,0.9,-78.46475
75.0,3.7666297,0.9,-78.38997
83.0,14.804982,0.9,-596.32446
83.0,20.3024,0.9,-601.27216
95.0,23.295654,0.9,-615.96606
80.0,6.595453,0.9,-85.935905
101.0,1.0897248,0.9,-101.98075
110.0,12.134661,0.9,-120.921196
89.0,3.344772,0.9,-92.01029
113.0,2.4874685,0.9,-115.23872
105.0,9.756408,0.9,-113.78077
120.0,14.543039,0.9,-633.08875
107.0,8.377798,0.9,-114.540016
117.0,3.9607449,0.9,-120.56467
101.0,5.402546,0.9,-105.86229
110.0,9.836158,0.9,-118.85254
109.0,8.525697,0.9,-116.67313
104.0,12.0,0.9,-114.8
118.0,27.023138,0.9,-642.3208
127.0,11.277743,0.9,-137.14996
9.0,1.7853571,0.9,-10.606821
16.0,2.5495098,0.9,-18.29456
10.0,2.0615528,0.9,-11.855397
26.0,2.0615528,0.9,-27.855398
27.0,6.759253,0.9,-33.08333
29.0,1.9202864,0.9,-30.728258
37.0,4.322904,0.9,-40.890614
41.0,2.2776084,0.9,-43.049847
39.0,2.8613808,0.9,-41.57524
38.0,8.077747,0.9,-45.269974
48.0,1.4142135,0.9,-49.272793
46.0,2.291288,0.9,-48.06216
47.0,2.772634,0.9,-49.49537
48.0,9.617692,0.9,-56.655922
46.0,1.5,0.9,-47.35
60.0,9.219544,0.9,-68.29759
63.0,1.7853571,0.9,-64.60682
57.0,5.3560715,0.9,-61.820465
62.0,3.7749171,0.9,-65.39742
51.0,4.81534,0.9,-55.333805
60.0,1.8708287,0.9,-61.683746
63.0,4.2646804,0.9,-66.83821
62.0,3.2015622,0.9,-64.88141
68.0,3.7416575,0.9,-71.36749
71.0,1.47902,0.9,-72.331116
68.0,3.535534,0.9,-71.181984
76.0,1.5811388,0.9,-77.42303
83.0,7.52911,0.9,-89.7762
85.0,16.482946,0.9,-599.83466
76.0,5.4313903,0.9,-80.88825
104.0,4.527693,0.9,-108.07492
98.0,5.0249376,0.9,-102.522446
83.0,3.269174,0.9,-85.94225
84.0,4.1231055,0.9,-87.71079
87.0,2.4874685,0.9,-89.23872
83.0,3.8971143,0.9,-86.5074
92.0,1.2247449,0.9,-93.10227
108.0,7.5166483,0.9,-114.764984
105.0,2.4874685,0.9,-107.23872
86.0,3.354102,0.9,-89.01869
